"ProteinGroup","Gene","Description","KO_1G4_r1","KO_1G4_r2","KO_1G4_r3","KO_1G4_r4","KO_3G4_r1","KO_3G4_r2","KO_3G4_r3","KO_3G4_r4","LTED_r1","LTED_r2","LTED_r3","LTED_r4","WT_r1","WT_r2","WT_r3","WT_r4"
"Q9UJK0","TSR3","Ribosome biogenesis protein TSR3 homolog",12651.65234375,12908.0205078125,14866.5048828125,10438.8701171875,9609.525390625,9869.38671875,10384.6767578125,10488.5673828125,12087.189453125,10783.7861328125,11592.0908203125,12932.140625,13457.9169921875,19337.4609375,14740.26171875,NA
"Q9UJS0","SLC25A13","Calcium-binding mitochondrial carrier protein Aralar2",165894.984375,167776.53125,159255.140625,175054.515625,108511.9296875,101438.3671875,107237.8359375,108208.3203125,219187.84375,235450.34375,215861.90625,244431.109375,125845.6171875,112405.25,124811.9609375,NA
"Q9UJT1","TUBD1","Tubulin delta chain",7145.45947265625,7420.55029296875,7744.9697265625,7120.04345703125,7019.283203125,6079.3671875,3996.8974609375,7828.7216796875,6783.66796875,6426.353515625,6468.55419921875,6308.19140625,6621.09326171875,7486.76611328125,6468.35693359375,NA
"Q9UJU6","DBNL","Drebrin-like protein",339136.09375,315027.96875,353463.65625,329537.46875,239641.921875,264149.125,265259.0625,252594.65625,178493.84375,149140.390625,161668.921875,165364.546875,200879.421875,235180.40625,219365.921875,NA
"Q9UJV9","DDX41","Probable ATP-dependent RNA helicase DDX41",78713.0625,85326.8203125,81866.8359375,82494.0390625,78438.03125,84466.5,82785.1015625,82977.328125,109821.59375,111482.0078125,106049.90625,110443.5390625,101589.015625,87113.328125,92058.8828125,NA
"Q9UJW0","DCTN4","Dynactin subunit 4",79908.1796875,74644.5078125,80261.8671875,81627.0234375,98811.890625,101465.9453125,106777.7578125,98920.703125,78711.6015625,77279.0390625,78854.6875,79029.75,90070.0859375,99467.9765625,95986.40625,NA
"Q9UJX2","CDC23","Cell division cycle protein 23 homolog",64333.1875,70664.109375,66340.140625,62769.15234375,51172.1015625,55319.0078125,54141.453125,59237.3125,62003.39453125,67275.484375,67612.234375,64268.3359375,70283.234375,77696.515625,71806.9921875,NA
"Q9UJX3","ANAPC7","Anaphase-promoting complex subunit 7",36869.3828125,36056.13671875,34536.8671875,29011.466796875,30664.84375,33166.26953125,27449.44140625,33871.82421875,38469.6015625,42396.04296875,39935.05078125,39107.23046875,72909.4296875,73556.8359375,75941.21875,NA
"Q9UJX4","ANAPC5","Anaphase-promoting complex subunit 5",23254.98828125,24255.162109375,24140.23828125,20263.056640625,22514.146484375,20090.66015625,20565.333984375,22838.267578125,24660.7890625,24924.73046875,24861.28515625,24505.55078125,24370.697265625,27104.455078125,26220.0703125,NA
"Q9UJX5","ANAPC4","Anaphase-promoting complex subunit 4",46049.88671875,49982.90234375,48165.71484375,35183.0234375,39401.37890625,39294.83984375,33631.5703125,42556.3203125,42548.4765625,47334.609375,46418.76953125,46583.4609375,44640.53515625,50343.59375,43586.34765625,NA
"Q9UJX6","ANAPC2","Anaphase-promoting complex subunit 2",25469.36328125,28786.951171875,26281.01171875,22975.501953125,23645.828125,22801.978515625,21089.494140625,25729.095703125,27249.775390625,28489.6875,27332.328125,27304.529296875,28743.87109375,33226.09765625,29964.521484375,NA
"Q9UJY1","HSPB8","Heat shock protein beta-8",11917.7900390625,17321.310546875,15718.5322265625,3212.61083984375,10357.5966796875,13203.439453125,16038.19140625,12357.9091796875,16570.75390625,26109.75390625,17047.3046875,18097.416015625,243413.625,237973.015625,269390.5625,NA
"Q9UJY4","GGA2","ADP-ribosylation factor-binding protein GGA2",28573.255859375,28012.294921875,26116.251953125,24910.845703125,28351.9765625,28352.587890625,24240.650390625,28940.19921875,23433.60546875,21983.45703125,21142.509765625,20923.90625,26275.59765625,31492.068359375,27426.8203125,NA
"Q9UJY5","GGA1","ADP-ribosylation factor-binding protein GGA1",38355.66015625,41373.79296875,40322.4296875,37551.69921875,43323.26171875,45324.22265625,38609.515625,47356.64453125,45869.2734375,46245.859375,44610.28515625,41321.3828125,68358.3125,68607.3359375,71899.2421875,NA
"Q9UJZ1","STOML2","Stomatin-like protein 2, mitochondrial",229367.421875,241882.671875,251762.71875,248882.109375,224977.09375,279820.78125,256100.15625,236331.3125,219492.03125,182366.9375,182963.125,214128.6875,419744.96875,432022.4375,456280.5625,NA
"Q9UK32","RPS6KA6","Ribosomal protein S6 kinase alpha-6",NA,1122.06066894531,914.677734375,NA,1175.13159179688,1061.77258300781,1100.37438964844,842.3564453125,1524.68078613281,1633.43176269531,1347.44799804688,1126.76818847656,838.96337890625,900.591186523438,1076.32543945313,NA
"Q9UK41","VPS28","Vacuolar protein sorting-associated protein 28 homolog",113197.3203125,120740.7109375,121270.2421875,114661.6640625,135253.609375,135137.265625,139792.609375,137668.78125,132034.34375,140157.84375,123072.5,136661.15625,90478.484375,81299.7734375,88727.2734375,NA
"Q9UK45","LSM7","U6 snRNA-associated Sm-like protein LSm7",197786.609375,196954.90625,194112.28125,166331.578125,185564.90625,195081.5,150231.125,190576.96875,123748.4296875,187980.21875,184968.03125,191193.78125,204534.1875,172188.296875,179390.84375,NA
"Q9UK58","CCNL1","Cyclin-L1",14131.6748046875,14468.5068359375,12569.7939453125,11926.3095703125,18045.490234375,13614.4794921875,14474.48828125,17336.10546875,20496.390625,20494.271484375,20548.060546875,19871.97265625,21213.61328125,17799.263671875,20509.31640625,NA
"Q9UK59","DBR1","Lariat debranching enzyme",93940.6484375,81612.84375,86448.453125,74278.8671875,87533.7734375,81636.7421875,74544.6640625,83260.3359375,82595.640625,91130.875,88216.890625,87458.4296875,75117.1171875,76190.0703125,75008.515625,NA
"Q9UK61","TASOR","Protein TASOR",36187.90234375,36251.19921875,36799.4296875,35051.26953125,30624.78515625,34155.75,33794.01953125,33466.734375,36649.8359375,31985.93359375,34851.8515625,33997.04296875,25699.05859375,26654.474609375,27272.9296875,NA
"Q9UK73","FEM1B","Protein fem-1 homolog B",9259.515625,9526.5458984375,9941.1337890625,8930.8447265625,10252.068359375,9981.0791015625,9496.234375,9901.986328125,8773.439453125,6544.70166015625,9159.111328125,8937.5625,11318.8798828125,11441.30078125,11084.4912109375,NA
"Q9UK97","FBXO9","F-box only protein 9",17555.716796875,21964.193359375,19283.296875,14930.1201171875,14065.9853515625,11793.8955078125,15420.044921875,14963.6533203125,18243.8359375,19274.921875,14766.1796875,15612.427734375,15813.611328125,17104.267578125,18900.951171875,NA
"Q9UKA4","AKAP11","A-kinase anchor protein 11",19330.009765625,15475.21484375,17254.919921875,15199.3427734375,14058.6025390625,12199.9951171875,12304.8603515625,13887.50390625,25929.7109375,9622.5419921875,8694.3271484375,8211.5029296875,21740.0234375,21109.001953125,22812.853515625,NA
"Q9UKA9","PTBP2","Polypyrimidine tract-binding protein 2",8698.59375,9448.6787109375,6251.912109375,10743.451171875,NA,3285.1689453125,1839.88916015625,1722.02600097656,8564.16796875,15335.291015625,5330.923828125,9911.7744140625,9143.8798828125,3888.2236328125,6480.42041015625,NA
"Q9UKB1","FBXW11","F-box/WD repeat-containing protein 11",7353.6015625,8090.44140625,6913.01416015625,7101.29296875,7396.66162109375,7345.12744140625,6620.16650390625,8308.494140625,10629.7705078125,10569.83984375,8805.3671875,7681.33154296875,8023.17333984375,6660.54736328125,8866.875,NA
"Q9UKD2","MRTO4","mRNA turnover protein 4 homolog",135435,152121.25,125605.7890625,114051.1796875,142032.71875,132830.546875,124289.6484375,138517.640625,171964.828125,175474.34375,145725.84375,141365.46875,243874,178088.640625,187798.28125,NA
"Q9UKF6","CPSF3","Cleavage and polyadenylation specificity factor subunit 3",132604.546875,130758.5078125,125451.4453125,103515.7109375,129941.34375,130005.078125,116050.9609375,134722.234375,153969.375,153440.546875,153513.15625,152364.046875,175091.4375,188093.6875,189044.6875,NA
"Q9UKG1","APPL1","DCC-interacting protein 13-alpha",53803.04296875,51718.57421875,51528.21484375,50726.33203125,61547.2578125,63497.45703125,57717.59375,57520.72265625,55130.63671875,52241.546875,57817.04296875,54140.34375,50742.6328125,55584.84375,56310.41796875,NA
"Q9UKI8","TLK1","Serine/threonine-protein kinase tousled-like 1",5533.87890625,5456.0146484375,5117.9775390625,3321.58984375,4268.31884765625,4811.93212890625,2779.2431640625,4305.41748046875,5767.5869140625,6286.19384765625,6301.1318359375,5695.7099609375,4367.84619140625,4916.02001953125,5295.0478515625,NA
"Q9UKJ3","GPATCH8","G patch domain-containing protein 8",79263.0390625,71573.1953125,76021.96875,61217.82421875,84906.859375,82477,76987.0859375,81496.734375,78453.2890625,78222.5859375,80263.1171875,80999.828125,78785.140625,74531.0390625,70533.2421875,NA
"Q9UKK3","PARP4","Protein mono-ADP-ribosyltransferase PARP4",13016.5625,14833.251953125,12237.2138671875,11150.5048828125,13244.326171875,12422.2490234375,10209.8984375,11626.509765625,19984.91015625,16134.6484375,14215.2099609375,13073.40625,12303.8115234375,9198.8896484375,8485.6171875,NA
"Q9UKK6","NXT1","NTF2-related export protein 1",9702.064453125,10217.3857421875,12281.6650390625,1870.13391113281,4350.28369140625,8563.609375,8759.3759765625,8191.724609375,11129.353515625,15223.662109375,12453.3798828125,16058.2060546875,20562.015625,28534.2734375,26494.166015625,NA
"Q9UKL0","RCOR1","REST corepressor 1",56371.6171875,59651.5234375,61295.22265625,53379.60546875,54657.5234375,59340.39453125,55456.22265625,56581.69140625,63988.61328125,65006.4296875,68193.9765625,70635.609375,80363.4765625,79212.0078125,77644.40625,NA
"Q9UKM7","MAN1B1","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",99109.6640625,102387.125,92159.890625,97095.4921875,136280.390625,137169.40625,136799.59375,129075.8203125,100819.0234375,83557.2734375,82602.4140625,80392.90625,86433.2109375,80006.1796875,80522.0859375,NA
"Q9UKM9","RALY","RNA-binding protein Raly",71167.015625,109983.4453125,69157.359375,75820.1640625,74238.1796875,106836.984375,85749.1953125,78588.0703125,163132.28125,161096.671875,106963.6640625,144648.3125,229021.21875,111191.3671875,158566.3125,NA
"Q9UKN8","GTF3C4","General transcription factor 3C polypeptide 4",69666.8828125,71049.1640625,69068.8125,67684.0625,66513.421875,69236.859375,65795.609375,69250.90625,61386.78515625,68430.6640625,68267.390625,69605.0234375,81170.6640625,80128.0625,83534.5546875,NA
"Q9UKR5","ERG28","Ergosterol biosynthetic protein 28 homolog",239481.75,136300.390625,134993.3125,77716.9609375,208267.125,159300.71875,163487.703125,229009.671875,152872.78125,226183.671875,246579.109375,208463.03125,81872.8125,107087.5703125,44932.44140625,NA
"Q9UKS6","PACSIN3","Protein kinase C and casein kinase substrate in neurons protein 3",64851.41796875,71038.1328125,72527.3125,74669.578125,76891.46875,83333.46875,75614.21875,85080.40625,108209.53125,114790.1953125,112442.8203125,112447.25,81766.2109375,87539.875,90186.1875,NA
"Q9UKT4","FBXO5","F-box only protein 5",3395.3427734375,3522.80102539063,3397.1982421875,NA,2822.53759765625,3956.26611328125,1378.02978515625,3223.25317382813,8723.3388671875,4675.24658203125,2667.73999023438,2720.6533203125,3713.8681640625,4898.16455078125,7552.82666015625,NA
"Q9UKT5","FBXO4","F-box only protein 4",78432.203125,71233.6796875,73156.296875,76923.3515625,106160.0078125,105487.9921875,106237.7265625,106047.4921875,69041.4453125,68147.765625,70589.0234375,65342.96875,24792.1640625,22541.244140625,23388.16796875,NA
"Q9UKT8","FBXW2","F-box/WD repeat-containing protein 2",6798.9169921875,7015.44775390625,6713.10400390625,6944.89794921875,5680.19970703125,7817.5869140625,8650.2802734375,6387.65771484375,4674.9453125,5834.740234375,6339.37353515625,6755.982421875,4646.67236328125,3420.6650390625,4608.95703125,NA
"Q9UKU7","ACAD8","Isobutyryl-CoA dehydrogenase, mitochondrial",59035.65625,43394.4609375,48113.91796875,46522,69169.703125,62707.1015625,67069.0703125,60412.6953125,53263.015625,52050.27734375,54793.1875,50822.0546875,36101.36328125,35940.60546875,31764.853515625,NA
"Q9UKV5","AMFR","E3 ubiquitin-protein ligase AMFR",41233.84765625,41607.73046875,40595.21875,36348.0625,40483.234375,45134.52734375,38500.4296875,41924.63671875,34947.40234375,34286.328125,33455.5390625,29999.66015625,30102.375,38769.5625,33574.2265625,NA
"Q9UKV8","AGO2","Protein argonaute-2",92215.3046875,73908.9296875,73684.2734375,70297.8828125,101142.390625,92527.609375,93457.7734375,83942.7421875,75833.1015625,70780.34375,70899.2421875,64089.4765625,69668.140625,62657.66796875,64697.39453125,NA
"Q9UKX7","NUP50","Nuclear pore complex protein Nup50",122401.6796875,120641.28125,115251.0078125,100716.0078125,114917.484375,106850.296875,95083.8984375,119455.109375,119147.921875,117091.796875,113495.015625,120115.0390625,167013.40625,158279.6875,156605.9375,NA
"Q9UKY1","ZHX1","Zinc fingers and homeoboxes protein 1",36239.4765625,35399.77734375,37101.1171875,27372.0703125,43691.203125,37642.3515625,35972.3046875,41456.9921875,41889.234375,40624.9921875,38111.43359375,37048.4296875,30992.810546875,24687.57421875,26462.806640625,NA
"Q9UKY7","CDV3","Protein CDV3 homolog",1103007.875,1336344.25,1608349.125,987341.625,526751.5,460690.125,437083.625,611327.875,1228144,1036136.9375,864049.9375,1151685.625,1844478.125,2085558,1715024.375,NA
"Q9UKZ1","CNOT11","CCR4-NOT transcription complex subunit 11",34066.234375,33453.796875,34438.32421875,31489.12890625,38510.73828125,40964.2265625,39364.3203125,38084.6484375,34869.796875,31039.63671875,33624.921875,31576.814453125,29874.6171875,32214.892578125,29775.63671875,NA
"Q9UL03","INTS6","Integrator complex subunit 6",33877.19921875,32065.611328125,32299.607421875,30990.5625,28634.998046875,30483.142578125,27740.94921875,29887.63671875,34208.4765625,31206.064453125,32576.7265625,33026.60546875,43834.91015625,42704.1171875,42453.83203125,NA
"Q9UL15","BAG5","BAG family molecular chaperone regulator 5",65441.26171875,63317.34765625,62430.43359375,56826.67578125,70749.671875,72883.7421875,70566.7734375,73352.9765625,87360.421875,88656.3671875,90862.9921875,89968.9921875,75145.5625,67742.359375,70500.7265625,NA
"Q9UL16","CFAP45","Cilia- and flagella-associated protein 45",26196.7421875,26550.16015625,27557.228515625,22551.578125,25459.443359375,28513.0859375,18772.513671875,29384.56640625,27449.078125,29723.021484375,30749.654296875,24911.951171875,67564.7734375,59516.44140625,60490.99609375,NA
"Q9UL18","AGO1","Protein argonaute-1",31616.62109375,25640.873046875,23194.76171875,24793.025390625,26496.7265625,26849.263671875,25093.166015625,21831.958984375,22129.4453125,21916.259765625,20313.302734375,20587.58203125,18255.939453125,15396.7421875,14176.759765625,NA
"Q9UL25","RAB21","Ras-related protein Rab-21",307488.9375,328552,319742.28125,277557.625,270984.53125,281650.96875,254791.453125,301475.875,317587.15625,355856.5625,341791.65625,341984.46875,268509.03125,270424.71875,261998.828125,NA
"Q9UL26","RAB22A","Ras-related protein Rab-22A",157885,172760.859375,166947.84375,175586.25,173303.890625,168863.15625,165457.125,162507.390625,158853.5625,146979.375,162010.296875,153433.046875,125669.8515625,123430.8359375,129987.765625,NA
"Q9UL40","ZNF346","Zinc finger protein 346",18488.83203125,14598.2724609375,15819.56640625,13984.9072265625,15998.1162109375,13040.486328125,12521.181640625,14840.681640625,13889.15625,14303.3447265625,13670.6943359375,14188.845703125,20189.634765625,19390.83203125,19141.185546875,NA
"Q9UL54","TAOK2","Serine/threonine-protein kinase TAO2",22319.13671875,20340.154296875,21266.138671875,17723.0546875,24725.513671875,20730.64453125,20967.142578125,24443.91796875,33305.80078125,27332.94921875,28258.146484375,26722.060546875,24242.64453125,22460.4140625,23919.931640625,NA
"Q9UL63","MKLN1","Muskelin",14879.388671875,14761.2490234375,14014.03125,14659.1142578125,13218.1201171875,12794.7255859375,11740.158203125,11454.3720703125,12693.5576171875,13134.3349609375,14638.51171875,12415.9130859375,23904.25,22298.775390625,26128.72265625,NA
"Q9ULC3","RAB23","Ras-related protein Rab-23",28247.38671875,23829.1953125,26105.00390625,23298.755859375,22207.384765625,21704.802734375,21957.927734375,18947.3984375,31748.361328125,34230.73046875,31881.54296875,32008.533203125,30593.083984375,27973.490234375,31700.54296875,NA
"Q9ULC4","MCTS1","Malignant T-cell-amplified sequence 1",555959.3125,548672.125,586032.5625,620675.1875,564654.6875,625567.125,655624.625,577485.75,479692.75,490136.09375,522469.65625,528898,353402.5625,379406.78125,354432.15625,NA
"Q9ULD0","OGDHL","2-oxoglutarate dehydrogenase-like, mitochondrial",3631.14184570313,NA,3050.9248046875,998.763916015625,4083.59252929688,NA,2161.15209960938,2629.806640625,5698.369140625,5075.79638671875,2654.638671875,2394.90161132813,13765.9892578125,10273.9951171875,13103.98046875,NA
"Q9ULE0","WWC3","Protein WWC3",283255.28125,234261.53125,245133.640625,247001.875,286405.5625,289519.5,351898.75,291248.8125,217205.28125,163313.796875,102691.15625,185905.640625,168336.34375,186351.84375,149001.390625,NA
"Q9ULF5","SLC39A10","Zinc transporter ZIP10",22949.55078125,21977.388671875,25715.494140625,20962.96484375,16357.822265625,25047.265625,22115.55078125,19519.091796875,13970.29296875,15715.376953125,19984.361328125,22339.392578125,22232.751953125,19587.92578125,25683.1796875,NA
"Q9ULG1","INO80","Chromatin-remodeling ATPase INO80",9339.427734375,8126.91650390625,8703.9697265625,6204.8720703125,9657.9794921875,7881.791015625,7958.08740234375,10184.7548828125,11343.478515625,9901.0263671875,11408.353515625,11315.3671875,9758.2939453125,11390.2939453125,10236.37890625,NA
"Q9ULH0","KIDINS220","Kinase D-interacting substrate of 220 kDa",299726.9375,357341.3125,287416.125,290100.25,181450.03125,189673.984375,163260.984375,273220.28125,500566,418633.25,388416.625,406740.125,345721.90625,326371.71875,351658.34375,NA
"Q9ULH7","MRTFB","Myocardin-related transcription factor B",57258.97265625,50330.5390625,57128.77734375,44583.08984375,30549.642578125,39460.234375,37392.04296875,37474.609375,55335.734375,28682.75390625,26685.5703125,28817.908203125,33840.62890625,55305.515625,43132.546875,NA
"Q9ULI0","ATAD2B","ATPase family AAA domain-containing protein 2B",5210.71044921875,28574.119140625,14030.30078125,9208.37109375,7330.556640625,8429.822265625,10844.001953125,15715.138671875,6466.31103515625,10095.8154296875,4511.11767578125,10097.15625,5306.94921875,7317.63427734375,10585.0595703125,NA
"Q9ULJ7","ANKRD50","Ankyrin repeat domain-containing protein 50",39757.41015625,46450.76953125,46883.64453125,37535.640625,44139.71484375,42054.83984375,47243.5390625,42439.96875,22800.95703125,22512.75390625,22910.638671875,23994.2109375,23991.548828125,37805.33203125,31436.025390625,NA
"Q9ULJ8","PPP1R9A","Neurabin-1",23188.525390625,19570.44140625,7165.11962890625,19222.82421875,4002.51635742188,12478.0380859375,14263.6650390625,2346.7880859375,5569.34521484375,9564.8056640625,5140.076171875,6537.30859375,4820.24267578125,6393.91748046875,4713.8515625,NA
"Q9ULL5","PRR12","Proline-rich protein 12",13728.392578125,14095.0185546875,14292.81640625,13553.8427734375,10575.19140625,11123.0283203125,10594.51171875,11146.34765625,14274.1435546875,8917.4814453125,8975.89453125,10080.474609375,11352.3916015625,13274.689453125,12309.58984375,NA
"Q9ULM3","YEATS2","YEATS domain-containing protein 2",4694.52197265625,5543.431640625,3881.43579101563,3189.57592773438,5758.53125,5573.86083984375,3448.33813476563,6369.60986328125,4438.75634765625,6215.9365234375,7312.44921875,5283.02099609375,7504.31884765625,3988.859375,7322.3310546875,NA
"Q9ULM6","CNOT6","CCR4-NOT transcription complex subunit 6",43012.41015625,39499.30078125,39103.6484375,38099.23046875,36693.08984375,40780.19140625,38274.22265625,38471.6484375,51771.9140625,47306.44140625,51191.63671875,53169.4453125,46086.72265625,52646.5546875,46300.578125,NA
"Q9ULP9","TBC1D24","TBC1 domain family member 24",74575.1484375,77201.4609375,74675.1953125,73163.1796875,62735.7890625,56550.71875,57671.15234375,57446.3125,56477.33203125,54667.01953125,54438.3671875,55673.25390625,40473.31640625,48398.78125,46340.76171875,NA
"Q9ULR0","ISY1","Pre-mRNA-splicing factor ISY1 homolog",59499.390625,67645.2578125,65751.9453125,47012.22265625,60848.4296875,62420.79296875,46686.2421875,61886.5859375,58774.42578125,67223.65625,71133.234375,72758.78125,97689.40625,88737.3984375,92558.828125,NA
"Q9ULR3","PPM1H","Protein phosphatase 1H",49459.26953125,48313.66796875,49679.6015625,41410.6015625,56428.11328125,63386.72265625,59359.09765625,54606.48828125,39915.66015625,36180.7109375,41890.04296875,42617.51171875,27314.357421875,32984.1015625,19052.033203125,NA
"Q9ULT8","HECTD1","E3 ubiquitin-protein ligase HECTD1",45962.3125,44573.015625,42645.640625,36136.16015625,48433.83984375,51049.48828125,44532.296875,50158.33203125,74133.0546875,71364.2578125,60401.09765625,58102.203125,55642.75,48372.72265625,56784.984375,NA
"Q9ULU4","ZMYND8","Protein kinase C-binding protein 1",60864.58203125,61189.53515625,63956.625,57903.37890625,69142.0234375,71039.8828125,69876.6171875,75187.2421875,62943.765625,48235.50390625,46063.1640625,57339.328125,41346.63671875,47955.3828125,46945.91015625,NA
"Q9ULV0","MYO5B","Unconventional myosin-Vb",24595.650390625,38109.40625,20079.921875,29275.13671875,17988.046875,24008.076171875,18263.37890625,17909.734375,20963.068359375,15956.4423828125,13951.810546875,14557.4228515625,14626.982421875,11542.365234375,11503.0400390625,NA
"Q9ULV4","CORO1C","Coronin-1C",101076.8671875,167015.59375,107308.2734375,128989.2890625,123687.5390625,166646.5625,138484.53125,136790.359375,171850.15625,147711.078125,117005.671875,122071.53125,335511.4375,238640.421875,353537.8125,NA
"Q9ULW0","TPX2","Targeting protein for Xklp2",40127.6484375,40814.30078125,39820.47265625,23123.181640625,32677.296875,41727.19921875,16219.2177734375,38159.4765625,92255.6171875,89736.6953125,75298.4921875,76941.3984375,118357.1796875,85064.34375,118671.703125,NA
"Q9ULW3","ABT1","Activator of basal transcription 1",8829.033203125,24551.3984375,9358.244140625,8241.4873046875,9660.4326171875,18819.9375,8343.521484375,8990.1025390625,9501.064453125,20803.8125,9665.5087890625,10813.244140625,29433.703125,12299.435546875,28268.927734375,NA
"Q9ULX3","NOB1","RNA-binding protein NOB1",45489.37109375,41157.50390625,46351.140625,32971.2734375,38761.91015625,45811.37890625,40265.72265625,46424.015625,49988.390625,26027.833984375,29940.458984375,33063.0625,56195.71484375,70071.8671875,67398.4765625,NA
"Q9ULX6","AKAP8L","A-kinase anchor protein 8-like",78415.4296875,67542.171875,82934.6484375,70270.3828125,70440.2734375,50268.83203125,58010.08984375,74769.765625,63305.703125,61899.0703125,65061.06640625,67663.359375,80320.5390625,81965.296875,65956.0859375,NA
"Q9ULZ3","PYCARD","Apoptosis-associated speck-like protein containing a CARD",394323.34375,429084.21875,446493.9375,401646.6875,451922.96875,530522.6875,491931.4375,444112.75,451672.25,412628.71875,438878.5,448332.0625,588967.25,491736.3125,560890.875,NA
"Q9UM00","TMCO1","Calcium load-activated calcium channel",189757.234375,198664.109375,206944.5,250867.328125,168896.6875,170091.203125,185619.703125,170495.75,348277.125,330489.1875,337937.0625,364153.625,215975.78125,255555.03125,224823.6875,NA
"Q9UM21","MGAT4A","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",9548.5234375,4769.59619140625,7742.853515625,5608.91552734375,23487.107421875,31614.126953125,29843.599609375,24205.673828125,14745.2236328125,11917.1142578125,11855.7431640625,10113.7119140625,8568.3125,15135.1962890625,7648.00634765625,NA
"Q9UM47","NOTCH3","Neurogenic locus notch homolog protein 3",17489.53125,19772.439453125,18020.904296875,19790.568359375,13956.935546875,13737.5556640625,13925.2763671875,13882.8037109375,10862.142578125,10326.732421875,10790.71484375,9765.859375,11043.435546875,12968.6103515625,12351.8447265625,NA
"Q9UMN6","KMT2B","Histone-lysine N-methyltransferase 2B",6606.384765625,6876.0439453125,7394.140625,5885.58544921875,5836.04931640625,6297.00537109375,4510.30859375,6256.94384765625,7103.12548828125,6777.75732421875,6928.9326171875,7266.23779296875,10171.74609375,9087.3935546875,9566.1240234375,NA
"Q9UMR2","DDX19B","ATP-dependent RNA helicase DDX19B",57092.28125,36798.2734375,46452.86328125,40770.6796875,62873.84375,51936.4921875,50979.1640625,65964.5,63236.3828125,35545.8203125,34563.78125,33552.2109375,19123.6796875,32496.763671875,23395.45703125,NA
"Q9UMS4","PRPF19","Pre-mRNA-processing factor 19",370119.8125,331502.71875,354978.9375,346546.65625,436821.90625,395372.125,440465.8125,431293.90625,354702.1875,336693.6875,375712.34375,379215.5,329728.90625,347115.375,292553.6875,720194.4375
"Q9UMX0","UBQLN1","Ubiquilin-1",36087.4765625,38042.12890625,38154.20703125,25708.525390625,31579.248046875,31782.08984375,23219.185546875,31438.3828125,26971.287109375,33324.4140625,35433.77734375,35407.28515625,33277.34765625,33236.84765625,28643.5390625,NA
"Q9UMX3","BOK","Bcl-2-related ovarian killer protein",3674.81201171875,2497.64233398438,1792.74340820313,NA,3278.57788085938,3250.15112304688,3912.05004882813,2966.73852539063,8013.5400390625,5285.54931640625,8414.6884765625,7349.61376953125,624.598083496094,1523.24096679688,NA,NA
"Q9UMY1","NOL7","Nucleolar protein 7",18403.7890625,13835.326171875,17108.955078125,10388.0126953125,15535.8203125,13235.080078125,11656.86328125,13204.396484375,16400.046875,23335.013671875,21428.078125,21827.63671875,32294.26171875,17785.69921875,22605.92578125,NA
"Q9UMZ2","SYNRG","Synergin gamma",24969.111328125,22959.27734375,22746.748046875,17909.017578125,15471.0234375,19147.482421875,18068.142578125,20728.59375,24194.5625,13492.720703125,12036.2919921875,13613.2275390625,16031.912109375,24405.97265625,20961.291015625,NA
"Q9UN37","VPS4A","Vacuolar protein sorting-associated protein 4A",370113.4375,373205.9375,390976.59375,381352.875,472660.96875,462227.5625,443959.75,467358.0625,356243.0625,335042.3125,345524.8125,335715.75,283625.90625,291671.75,285132.6875,NA
"Q9UN79","SOX13","Transcription factor SOX-13",5282.1103515625,6454.13232421875,5172.3828125,3862.3203125,3849.42211914063,5238.6142578125,5206.193359375,6842.69580078125,3040.072265625,2173.65747070313,1625.00598144531,2141.05395507813,630.505737304688,2478.95068359375,2501.69946289063,NA
"Q9UN81","L1RE1","LINE-1 retrotransposable element ORF1 protein",279476.9375,322425.125,300259.4375,405416.125,272084.75,304935.5625,292763.03125,260727.875,297926.8125,313943.34375,255662.0625,263367.53125,231723.8125,186880.5625,232730.328125,NA
"Q9UN86","G3BP2","Ras GTPase-activating protein-binding protein 2",166060.390625,161164.625,165059.703125,139811.28125,131672.90625,137954.796875,124091.9140625,140812.5625,208598.875,183885.453125,175331.875,171098.296875,187097.546875,213483.546875,193943.0625,NA
"Q9UNE7","STUB1","E3 ubiquitin-protein ligase CHIP",547602.1875,668873.0625,644758.8125,712457.375,492179.0625,546249.875,567823,505436.71875,600007.75,631474.5625,589684.9375,597829.25,548676.5625,566632.125,547079.375,NA
"Q9UNF0","PACSIN2","Protein kinase C and casein kinase substrate in neurons protein 2",92934.078125,87734.03125,100028.546875,81572.3984375,99948.8359375,107664.125,100074.890625,102813.6875,107962.9765625,98700.015625,112141.546875,113712.40625,69779.6875,74013.1875,75051.140625,NA
"Q9UNF1","MAGED2","Melanoma-associated antigen D2",236355.375,230129.40625,264244.1875,232984.3125,271874.71875,272186.5625,257287.265625,260786.3125,251068.671875,295203.15625,302057.5,341454.875,120618.4609375,144952.078125,139650.015625,NA
"Q9UNH6","SNX7","Sorting nexin-7",26804.646484375,25202.541015625,25999.693359375,23798.69140625,24773.962890625,23934.990234375,23117.064453125,27806.03125,24320.2578125,18353.154296875,24516.51171875,21162.49609375,19321.58984375,17004.7578125,19431.15234375,NA
